jL,cL,emL,pL,dsL
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Irrigated Acreage,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Irrigated Acreage,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Irrigated Acreage,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Irrigated Acreage,MesoWest Stations
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Irrigated Acreage,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Irrigated Acreage,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Irrigated Acreage,Ground Survey
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Water Supply,USGS Stream Gages
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Water Supply,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Water Supply,PRISM
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Water Supply,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Water Supply,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Water Supply,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Water Supply,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Water Supply,MesoWest Stations
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Water Supply,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Water Supply,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Water Supply,Ground Survey
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Agricultural Potential Consumptive Use-UT,USGS Stream Gages
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Agricultural Potential Consumptive Use-UT,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Agricultural Potential Consumptive Use-UT,PRISM
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Agricultural Potential Consumptive Use-UT,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Agricultural Potential Consumptive Use-UT,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Agricultural Potential Consumptive Use-UT,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Agricultural Potential Consumptive Use-UT,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Agricultural Potential Consumptive Use-UT,MesoWest Stations
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Agricultural Potential Consumptive Use-UT,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Agricultural Potential Consumptive Use-UT,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Crop Irrigation Requirement Estimation Method,Agricultural Potential Consumptive Use-UT,Ground Survey
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Irrigation Method,USGS Stream Gages
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Irrigation Method,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Irrigation Method,PRISM
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Irrigation Method,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Irrigation Method,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Irrigation Method,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Irrigation Method,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Irrigation Method,MesoWest Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Irrigation Method,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Irrigation Method,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Irrigation Method,Ground Survey
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Irrigation Requirement,USGS Stream Gages
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Irrigation Requirement,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Irrigation Requirement,PRISM
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Irrigation Requirement,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Irrigation Requirement,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Irrigation Requirement,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Irrigation Requirement,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Irrigation Requirement,MesoWest Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Irrigation Requirement,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Irrigation Requirement,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Irrigation Requirement,Ground Survey
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Solar Radiation,USGS Stream Gages
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Solar Radiation,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Solar Radiation,PRISM
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Solar Radiation,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Solar Radiation,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Solar Radiation,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Solar Radiation,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Solar Radiation,MesoWest Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Solar Radiation,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Solar Radiation,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Solar Radiation,Ground Survey
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Temperature,USGS Stream Gages
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Temperature,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Temperature,PRISM
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Temperature,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Temperature,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Temperature,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Temperature,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Temperature,MesoWest Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Temperature,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Temperature,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Temperature,Ground Survey
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Vapor Pressure,USGS Stream Gages
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Vapor Pressure,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Vapor Pressure,PRISM
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Vapor Pressure,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Vapor Pressure,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Vapor Pressure,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Vapor Pressure,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Vapor Pressure,MesoWest Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Vapor Pressure,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Vapor Pressure,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Vapor Pressure,Ground Survey
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Wind Run,USGS Stream Gages
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Wind Run,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Wind Run,PRISM
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Wind Run,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Wind Run,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Wind Run,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Wind Run,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Wind Run,MesoWest Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Wind Run,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Wind Run,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Wind Run,Ground Survey
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Climate Coefficient (kt),USGS Stream Gages
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Climate Coefficient (kt),UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Climate Coefficient (kt),PRISM
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Climate Coefficient (kt),National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Climate Coefficient (kt),Satellite and Aerial Photos
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Climate Coefficient (kt),US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Climate Coefficient (kt),Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Climate Coefficient (kt),MesoWest Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Climate Coefficient (kt),Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Climate Coefficient (kt),Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Climate Coefficient (kt),Ground Survey
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Growth State Coefficient (Kc),USGS Stream Gages
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Growth State Coefficient (Kc),UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Growth State Coefficient (Kc),PRISM
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Growth State Coefficient (Kc),National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Growth State Coefficient (Kc),Satellite and Aerial Photos
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Growth State Coefficient (Kc),US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Growth State Coefficient (Kc),Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Growth State Coefficient (Kc),MesoWest Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Growth State Coefficient (Kc),Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Growth State Coefficient (Kc),Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Growth State Coefficient (Kc),Ground Survey
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Mean Monthly Air Temperatures (T),USGS Stream Gages
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Mean Monthly Air Temperatures (T),UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Mean Monthly Air Temperatures (T),PRISM
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Mean Monthly Air Temperatures (T),National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Mean Monthly Air Temperatures (T),Satellite and Aerial Photos
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Mean Monthly Air Temperatures (T),US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Mean Monthly Air Temperatures (T),Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Mean Monthly Air Temperatures (T),MesoWest Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Mean Monthly Air Temperatures (T),Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Mean Monthly Air Temperatures (T),Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Mean Monthly Air Temperatures (T),Ground Survey
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Monthly Percentage of Annual Daylight Hours (P),USGS Stream Gages
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Monthly Percentage of Annual Daylight Hours (P),UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Monthly Percentage of Annual Daylight Hours (P),PRISM
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Monthly Percentage of Annual Daylight Hours (P),National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Monthly Percentage of Annual Daylight Hours (P),Satellite and Aerial Photos
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Monthly Percentage of Annual Daylight Hours (P),US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Monthly Percentage of Annual Daylight Hours (P),Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Monthly Percentage of Annual Daylight Hours (P),MesoWest Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Monthly Percentage of Annual Daylight Hours (P),Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Monthly Percentage of Annual Daylight Hours (P),Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Monthly Percentage of Annual Daylight Hours (P),Ground Survey
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Type,USGS Stream Gages
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Type,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Type,PRISM
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Type,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Type,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Type,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Type,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Type,MesoWest Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Type,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Type,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Crop Type,Ground Survey
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Effective Precipitation,USGS Stream Gages
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Effective Precipitation,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Effective Precipitation,PRISM
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Effective Precipitation,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Effective Precipitation,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Effective Precipitation,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Effective Precipitation,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Effective Precipitation,MesoWest Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Effective Precipitation,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Effective Precipitation,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Effective Precipitation,Ground Survey
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Irrigated Acreage,USGS Stream Gages
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Irrigated Acreage,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Irrigated Acreage,PRISM
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Irrigated Acreage,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Irrigated Acreage,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Irrigated Acreage,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Irrigated Acreage,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Irrigated Acreage,MesoWest Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Irrigated Acreage,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Irrigated Acreage,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Irrigated Acreage,Ground Survey
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Water Supply,USGS Stream Gages
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Water Supply,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Water Supply,PRISM
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Water Supply,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Water Supply,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Water Supply,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Water Supply,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Water Supply,MesoWest Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Water Supply,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Water Supply,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Water Supply,Ground Survey
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Agricultural Potential Consumptive Use-UT,USGS Stream Gages
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Agricultural Potential Consumptive Use-UT,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Agricultural Potential Consumptive Use-UT,PRISM
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Agricultural Potential Consumptive Use-UT,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Agricultural Potential Consumptive Use-UT,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Agricultural Potential Consumptive Use-UT,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Agricultural Potential Consumptive Use-UT,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Agricultural Potential Consumptive Use-UT,MesoWest Stations
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Agricultural Potential Consumptive Use-UT,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Agricultural Potential Consumptive Use-UT,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,UT Effective Precipitation Method,Agricultural Potential Consumptive Use-UT,Ground Survey
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Irrigation Method,USGS Stream Gages
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Irrigation Method,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Irrigation Method,PRISM
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Irrigation Method,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Irrigation Method,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Irrigation Method,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Irrigation Method,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Irrigation Method,MesoWest Stations
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Irrigation Method,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Irrigation Method,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Irrigation Method,Ground Survey
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Crop Irrigation Requirement,USGS Stream Gages
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Crop Irrigation Requirement,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Crop Irrigation Requirement,PRISM
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Crop Irrigation Requirement,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Crop Irrigation Requirement,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Crop Irrigation Requirement,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Crop Irrigation Requirement,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Crop Irrigation Requirement,MesoWest Stations
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Crop Irrigation Requirement,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Crop Irrigation Requirement,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Crop Irrigation Requirement,Ground Survey
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Solar Radiation,USGS Stream Gages
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Solar Radiation,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Solar Radiation,PRISM
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Solar Radiation,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Solar Radiation,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Solar Radiation,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Solar Radiation,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Solar Radiation,MesoWest Stations
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Solar Radiation,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Solar Radiation,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Solar Radiation,Ground Survey
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Temperature,USGS Stream Gages
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Temperature,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Temperature,PRISM
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Temperature,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Temperature,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Temperature,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Temperature,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Temperature,MesoWest Stations
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Temperature,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Temperature,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Temperature,Ground Survey
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Vapor Pressure,USGS Stream Gages
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Vapor Pressure,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Vapor Pressure,PRISM
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Vapor Pressure,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Vapor Pressure,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Vapor Pressure,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Vapor Pressure,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Vapor Pressure,MesoWest Stations
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Vapor Pressure,Fruit Growers Network Stations (FGNET)
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Vapor Pressure,Soil Climate Analysis Network (SCAN)
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Vapor Pressure,Ground Survey
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Wind Run,USGS Stream Gages
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Wind Run,UT Diversion Records from River Commissioners
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Wind Run,PRISM
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Wind Run,National Oceanic and Atmospheric Administration Stations
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Wind Run,Satellite and Aerial Photos
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Wind Run,US Bureau of Reclamation AgriMet Stations
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Wind Run,Emery Water Conservancy District Stations
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Wind Run,MesoWest Stations
UT,Agricultural Depletions-UT,Inflow-Outflow Approach,Wind Run,Fruit Growers Network Stations (FGNET)
