jL,cL,emL,pL,dsL
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Bottom Elevation of Streambed Sediments (Hstreambed bottom),USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Bottom Elevation of Streambed Sediments (Hstreambed bottom),USGS Basin Characterization Model
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Inflow from contributing or tributary streams,California Central Valley Simulation (C2VSim)
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Inflow from contributing or tributary streams,California Agricultural Land and Water Use Estimates
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Inflow from contributing or tributary streams,CA Integrated Water Flow Model (IWFM)
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Inflow from contributing or tributary streams,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Inflow from contributing or tributary streams,CA DWR SGMA Data Viewer
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Inflow from contributing or tributary streams,USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Inflow from contributing or tributary streams,USGS Basin Characterization Model
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Streamflow at downstream gauge,California Central Valley Simulation (C2VSim)
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Streamflow at downstream gauge,California Agricultural Land and Water Use Estimates
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Streamflow at downstream gauge,CA Integrated Water Flow Model (IWFM)
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Streamflow at downstream gauge,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Streamflow at downstream gauge,CA DWR SGMA Data Viewer
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Streamflow at downstream gauge,USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Streamflow at downstream gauge,USGS Basin Characterization Model
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Streamflow at upstream gauge,California Central Valley Simulation (C2VSim)
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Streamflow at upstream gauge,California Agricultural Land and Water Use Estimates
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Streamflow at upstream gauge,CA Integrated Water Flow Model (IWFM)
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Streamflow at upstream gauge,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Streamflow at upstream gauge,CA DWR SGMA Data Viewer
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Streamflow at upstream gauge,USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Streamflow at upstream gauge,USGS Basin Characterization Model
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Effective thickness of the aquifer (b),California Central Valley Simulation (C2VSim)
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Effective thickness of the aquifer (b),California Agricultural Land and Water Use Estimates
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Effective thickness of the aquifer (b),CA Integrated Water Flow Model (IWFM)
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Effective thickness of the aquifer (b),MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Effective thickness of the aquifer (b),CA DWR SGMA Data Viewer
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Effective thickness of the aquifer (b),USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Effective thickness of the aquifer (b),USGS Basin Characterization Model
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Flow through a vertical plane that extends beneath the shoreline of a surface water body (Q),California Central Valley Simulation (C2VSim)
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Flow through a vertical plane that extends beneath the shoreline of a surface water body (Q),California Agricultural Land and Water Use Estimates
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Flow through a vertical plane that extends beneath the shoreline of a surface water body (Q),CA Integrated Water Flow Model (IWFM)
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Flow through a vertical plane that extends beneath the shoreline of a surface water body (Q),MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Flow through a vertical plane that extends beneath the shoreline of a surface water body (Q),CA DWR SGMA Data Viewer
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Flow through a vertical plane that extends beneath the shoreline of a surface water body (Q),USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Flow through a vertical plane that extends beneath the shoreline of a surface water body (Q),USGS Basin Characterization Model
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Horizontal hydraulic conductivity of the aquifer at the boundary (K),California Central Valley Simulation (C2VSim)
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Horizontal hydraulic conductivity of the aquifer at the boundary (K),California Agricultural Land and Water Use Estimates
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Horizontal hydraulic conductivity of the aquifer at the boundary (K),CA Integrated Water Flow Model (IWFM)
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Horizontal hydraulic conductivity of the aquifer at the boundary (K),MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Horizontal hydraulic conductivity of the aquifer at the boundary (K),CA DWR SGMA Data Viewer
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Horizontal hydraulic conductivity of the aquifer at the boundary (K),USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Horizontal hydraulic conductivity of the aquifer at the boundary (K),USGS Basin Characterization Model
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Number of equipotential head drops over the area of interest (n),California Central Valley Simulation (C2VSim)
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Number of equipotential head drops over the area of interest (n),California Agricultural Land and Water Use Estimates
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Number of equipotential head drops over the area of interest (n),CA Integrated Water Flow Model (IWFM)
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Number of equipotential head drops over the area of interest (n),MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Number of equipotential head drops over the area of interest (n),CA DWR SGMA Data Viewer
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Number of equipotential head drops over the area of interest (n),USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Number of equipotential head drops over the area of interest (n),USGS Basin Characterization Model
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Number of streamtubes across a flow net (M),California Central Valley Simulation (C2VSim)
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Number of streamtubes across a flow net (M),California Agricultural Land and Water Use Estimates
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Number of streamtubes across a flow net (M),CA Integrated Water Flow Model (IWFM)
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Number of streamtubes across a flow net (M),MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Number of streamtubes across a flow net (M),CA DWR SGMA Data Viewer
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Number of streamtubes across a flow net (M),USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Number of streamtubes across a flow net (M),USGS Basin Characterization Model
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Total head drop across the area of interest (H),California Central Valley Simulation (C2VSim)
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Total head drop across the area of interest (H),California Agricultural Land and Water Use Estimates
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Total head drop across the area of interest (H),CA Integrated Water Flow Model (IWFM)
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Total head drop across the area of interest (H),MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Total head drop across the area of interest (H),CA DWR SGMA Data Viewer
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Total head drop across the area of interest (H),USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Total head drop across the area of interest (H),USGS Basin Characterization Model
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Groundwater Level (Haquifer),California Central Valley Simulation (C2VSim)
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Groundwater Level (Haquifer),California Agricultural Land and Water Use Estimates
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Groundwater Level (Haquifer),CA Integrated Water Flow Model (IWFM)
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Groundwater Level (Haquifer),MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Groundwater Level (Haquifer),CA DWR SGMA Data Viewer
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Groundwater Level (Haquifer),USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Groundwater Level (Haquifer),USGS Basin Characterization Model
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Effective area of flow exchange (Awps),California Central Valley Simulation (C2VSim)
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Effective area of flow exchange (Awps),California Agricultural Land and Water Use Estimates
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Effective area of flow exchange (Awps),CA Integrated Water Flow Model (IWFM)
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Effective area of flow exchange (Awps),MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Effective area of flow exchange (Awps),CA DWR SGMA Data Viewer
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Effective area of flow exchange (Awps),USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Effective area of flow exchange (Awps),USGS Basin Characterization Model
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Hydraulic conductivity of the streambed material (Ks),California Central Valley Simulation (C2VSim)
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Hydraulic conductivity of the streambed material (Ks),California Agricultural Land and Water Use Estimates
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Hydraulic conductivity of the streambed material (Ks),CA Integrated Water Flow Model (IWFM)
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Hydraulic conductivity of the streambed material (Ks),MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Hydraulic conductivity of the streambed material (Ks),CA DWR SGMA Data Viewer
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Hydraulic conductivity of the streambed material (Ks),USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Hydraulic conductivity of the streambed material (Ks),USGS Basin Characterization Model
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Water Stage in stream (Hstream),California Central Valley Simulation (C2VSim)
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Water Stage in stream (Hstream),California Agricultural Land and Water Use Estimates
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Water Stage in stream (Hstream),CA Integrated Water Flow Model (IWFM)
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Water Stage in stream (Hstream),MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Water Stage in stream (Hstream),CA DWR SGMA Data Viewer
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Water Stage in stream (Hstream),USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Flow Net Analysis,Water Stage in stream (Hstream),USGS Basin Characterization Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Average thickness of streambed (Bstream),California Central Valley Simulation (C2VSim)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Average thickness of streambed (Bstream),California Agricultural Land and Water Use Estimates
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Average thickness of streambed (Bstream),CA Integrated Water Flow Model (IWFM)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Average thickness of streambed (Bstream),MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Average thickness of streambed (Bstream),CA DWR SGMA Data Viewer
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Average thickness of streambed (Bstream),USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Average thickness of streambed (Bstream),USGS Basin Characterization Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Bottom Elevation of Streambed Sediments (Hstreambed bottom),California Central Valley Simulation (C2VSim)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Bottom Elevation of Streambed Sediments (Hstreambed bottom),California Agricultural Land and Water Use Estimates
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Bottom Elevation of Streambed Sediments (Hstreambed bottom),CA Integrated Water Flow Model (IWFM)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Bottom Elevation of Streambed Sediments (Hstreambed bottom),MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Bottom Elevation of Streambed Sediments (Hstreambed bottom),CA DWR SGMA Data Viewer
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Bottom Elevation of Streambed Sediments (Hstreambed bottom),USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Bottom Elevation of Streambed Sediments (Hstreambed bottom),USGS Basin Characterization Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Inflow from contributing or tributary streams,California Central Valley Simulation (C2VSim)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Inflow from contributing or tributary streams,California Agricultural Land and Water Use Estimates
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Inflow from contributing or tributary streams,CA Integrated Water Flow Model (IWFM)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Inflow from contributing or tributary streams,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Inflow from contributing or tributary streams,CA DWR SGMA Data Viewer
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Inflow from contributing or tributary streams,USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Inflow from contributing or tributary streams,USGS Basin Characterization Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Streamflow at downstream gauge,California Central Valley Simulation (C2VSim)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Streamflow at downstream gauge,California Agricultural Land and Water Use Estimates
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Streamflow at downstream gauge,CA Integrated Water Flow Model (IWFM)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Streamflow at downstream gauge,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Streamflow at downstream gauge,CA DWR SGMA Data Viewer
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Streamflow at downstream gauge,USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Streamflow at downstream gauge,USGS Basin Characterization Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Streamflow at upstream gauge,California Central Valley Simulation (C2VSim)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Streamflow at upstream gauge,California Agricultural Land and Water Use Estimates
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Streamflow at upstream gauge,CA Integrated Water Flow Model (IWFM)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Streamflow at upstream gauge,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Streamflow at upstream gauge,CA DWR SGMA Data Viewer
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Streamflow at upstream gauge,USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Streamflow at upstream gauge,USGS Basin Characterization Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Effective thickness of the aquifer (b),California Central Valley Simulation (C2VSim)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Effective thickness of the aquifer (b),California Agricultural Land and Water Use Estimates
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Effective thickness of the aquifer (b),CA Integrated Water Flow Model (IWFM)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Effective thickness of the aquifer (b),MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Effective thickness of the aquifer (b),CA DWR SGMA Data Viewer
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Effective thickness of the aquifer (b),USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Effective thickness of the aquifer (b),USGS Basin Characterization Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Flow through a vertical plane that extends beneath the shoreline of a surface water body (Q),California Central Valley Simulation (C2VSim)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Flow through a vertical plane that extends beneath the shoreline of a surface water body (Q),California Agricultural Land and Water Use Estimates
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Flow through a vertical plane that extends beneath the shoreline of a surface water body (Q),CA Integrated Water Flow Model (IWFM)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Flow through a vertical plane that extends beneath the shoreline of a surface water body (Q),MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Flow through a vertical plane that extends beneath the shoreline of a surface water body (Q),CA DWR SGMA Data Viewer
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Flow through a vertical plane that extends beneath the shoreline of a surface water body (Q),USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Flow through a vertical plane that extends beneath the shoreline of a surface water body (Q),USGS Basin Characterization Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Horizontal hydraulic conductivity of the aquifer at the boundary (K),California Central Valley Simulation (C2VSim)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Horizontal hydraulic conductivity of the aquifer at the boundary (K),California Agricultural Land and Water Use Estimates
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Horizontal hydraulic conductivity of the aquifer at the boundary (K),CA Integrated Water Flow Model (IWFM)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Horizontal hydraulic conductivity of the aquifer at the boundary (K),MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Horizontal hydraulic conductivity of the aquifer at the boundary (K),CA DWR SGMA Data Viewer
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Horizontal hydraulic conductivity of the aquifer at the boundary (K),USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Horizontal hydraulic conductivity of the aquifer at the boundary (K),USGS Basin Characterization Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Number of equipotential head drops over the area of interest (n),California Central Valley Simulation (C2VSim)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Number of equipotential head drops over the area of interest (n),California Agricultural Land and Water Use Estimates
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Number of equipotential head drops over the area of interest (n),CA Integrated Water Flow Model (IWFM)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Number of equipotential head drops over the area of interest (n),MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Number of equipotential head drops over the area of interest (n),CA DWR SGMA Data Viewer
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Number of equipotential head drops over the area of interest (n),USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Number of equipotential head drops over the area of interest (n),USGS Basin Characterization Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Number of streamtubes across a flow net (M),California Central Valley Simulation (C2VSim)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Number of streamtubes across a flow net (M),California Agricultural Land and Water Use Estimates
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Number of streamtubes across a flow net (M),CA Integrated Water Flow Model (IWFM)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Number of streamtubes across a flow net (M),MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Number of streamtubes across a flow net (M),CA DWR SGMA Data Viewer
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Number of streamtubes across a flow net (M),USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Number of streamtubes across a flow net (M),USGS Basin Characterization Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Total head drop across the area of interest (H),California Central Valley Simulation (C2VSim)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Total head drop across the area of interest (H),California Agricultural Land and Water Use Estimates
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Total head drop across the area of interest (H),CA Integrated Water Flow Model (IWFM)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Total head drop across the area of interest (H),MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Total head drop across the area of interest (H),CA DWR SGMA Data Viewer
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Total head drop across the area of interest (H),USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Total head drop across the area of interest (H),USGS Basin Characterization Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Groundwater Level (Haquifer),California Central Valley Simulation (C2VSim)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Groundwater Level (Haquifer),California Agricultural Land and Water Use Estimates
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Groundwater Level (Haquifer),CA Integrated Water Flow Model (IWFM)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Groundwater Level (Haquifer),MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Groundwater Level (Haquifer),CA DWR SGMA Data Viewer
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Groundwater Level (Haquifer),USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Groundwater Level (Haquifer),USGS Basin Characterization Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Effective area of flow exchange (Awps),California Central Valley Simulation (C2VSim)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Effective area of flow exchange (Awps),California Agricultural Land and Water Use Estimates
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Effective area of flow exchange (Awps),CA Integrated Water Flow Model (IWFM)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Effective area of flow exchange (Awps),MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Effective area of flow exchange (Awps),CA DWR SGMA Data Viewer
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Effective area of flow exchange (Awps),USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Effective area of flow exchange (Awps),USGS Basin Characterization Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Hydraulic conductivity of the streambed material (Ks),California Central Valley Simulation (C2VSim)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Hydraulic conductivity of the streambed material (Ks),California Agricultural Land and Water Use Estimates
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Hydraulic conductivity of the streambed material (Ks),CA Integrated Water Flow Model (IWFM)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Hydraulic conductivity of the streambed material (Ks),MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Hydraulic conductivity of the streambed material (Ks),CA DWR SGMA Data Viewer
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Hydraulic conductivity of the streambed material (Ks),USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Hydraulic conductivity of the streambed material (Ks),USGS Basin Characterization Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Water Stage in stream (Hstream),California Central Valley Simulation (C2VSim)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Water Stage in stream (Hstream),California Agricultural Land and Water Use Estimates
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Water Stage in stream (Hstream),CA Integrated Water Flow Model (IWFM)
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Water Stage in stream (Hstream),MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Water Stage in stream (Hstream),CA DWR SGMA Data Viewer
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Water Stage in stream (Hstream),USDA Natural Resources Conservation Service Geospatial Web Soil Survey
CA,Stream Loss to Groundwater-CA,Constant Seepage Percentage,Water Stage in stream (Hstream),USGS Basin Characterization Model
CA,Total Land System Outflow-CA,,,
CA,Stream Outflow-CA,Drainage Area Ratio Method,Daily Max and Min Air Temperature,Cal-SIMETAW Unit Values
CA,Stream Outflow-CA,Drainage Area Ratio Method,Daily Max and Min Air Temperature,California Central Valley Simulation (C2VSim)
CA,Stream Outflow-CA,Drainage Area Ratio Method,Daily Max and Min Air Temperature,CALSIM2
CA,Stream Outflow-CA,Drainage Area Ratio Method,Daily Max and Min Air Temperature,California Agricultural Land and Water Use Estimates
CA,Stream Outflow-CA,Drainage Area Ratio Method,Daily Max and Min Air Temperature,California Water Plan Portfolio
CA,Stream Outflow-CA,Drainage Area Ratio Method,Daily Max and Min Air Temperature,CA Integrated Water Flow Model (IWFM)
CA,Stream Outflow-CA,Drainage Area Ratio Method,Daily Max and Min Air Temperature,MODFLOW-OWHM: One Water Hydrologic Flow Model
CA,Stream Outflow-CA,Drainage Area Ratio Method,Daily Max and Min Air Temperature,CA DWR SGMA Data Viewer
