jL,cL,emL,pL,dsL
NM,Public Water Supply: Unmetered-NMOSE,Withdrawal Method,Population Served by Public Water Supply,NMOSE Technical Report No. 48
NM,Public Water Supply: Unmetered-NMOSE,Withdrawal Method,Population Served by Public Water Supply,GPS Population Data
NM,Public Water Supply: Unmetered-NMOSE,Withdrawal Method,Population Served by Public Water Supply,Military Base Population Data
NM,River Evaporation-NM,,,
NM,Runoff-NM,,,
NM,Self-Supplied Domestic-NMOSE,Withdrawal Method,Gallons Per Capita Per Day (GPDPC),US Census Bureau
NM,Self-Supplied Domestic-NMOSE,Withdrawal Method,Gallons Per Capita Per Day (GPDPC),New Mexico Environment Department (NMED)
NM,Self-Supplied Domestic-NMOSE,Withdrawal Method,Gallons Per Capita Per Day (GPDPC),University of New Mexico Geospatial and Population Studies (UNM GPS)
NM,Self-Supplied Domestic-NMOSE,Withdrawal Method,Gallons Per Capita Per Day (GPDPC),Population Served by Public Water Supply
NM,Self-Supplied Domestic-NMOSE,Withdrawal Method,Gallons Per Capita Per Day (GPDPC),NMOSE Technical Report No. 48
NM,Self-Supplied Domestic-NMOSE,Withdrawal Method,Gallons Per Capita Per Day (GPDPC),GPS Population Data
NM,Self-Supplied Domestic-NMOSE,Withdrawal Method,Gallons Per Capita Per Day (GPDPC),Military Base Population Data
NM,Self-Supplied Domestic-NMOSE,Withdrawal Method,Self Supplied Domestic Population,US Census Bureau
NM,Self-Supplied Domestic-NMOSE,Withdrawal Method,Self Supplied Domestic Population,New Mexico Environment Department (NMED)
NM,Self-Supplied Domestic-NMOSE,Withdrawal Method,Self Supplied Domestic Population,University of New Mexico Geospatial and Population Studies (UNM GPS)
NM,Self-Supplied Domestic-NMOSE,Withdrawal Method,Self Supplied Domestic Population,Population Served by Public Water Supply
NM,Self-Supplied Domestic-NMOSE,Withdrawal Method,Self Supplied Domestic Population,NMOSE Technical Report No. 48
NM,Self-Supplied Domestic-NMOSE,Withdrawal Method,Self Supplied Domestic Population,GPS Population Data
NM,Self-Supplied Domestic-NMOSE,Withdrawal Method,Self Supplied Domestic Population,Military Base Population Data
NM,Surface Water Diversions-NM,,,
NM,Surface Water Inflows-NM,Streamflow,,
NM,Surface Water Outflows-NM,,,
NM,Surface Water Returns-NM,,,
NM,Surface Water Stock-NM,,,
