jL,cL,emL,pL,dsL
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Crop Growth State Coefficient (Kc),National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Crop Growth State Coefficient (Kc),SCS TR21
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Crop Growth State Coefficient (Kc),Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Crop Growth State Coefficient (Kc),Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Crop Growth State Coefficient (Kc),Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Crop Growth State Coefficient (Kc),CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Crop Growth State Coefficient (Kc),Weather Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Crop Growth State Coefficient (Kc),"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Crop Growth State Coefficient (Kc),CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Crop Growth State Coefficient (Kc),CO Diversion Records
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Crop Growth State Coefficient (Kc),HydroBase
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Crop Growth State Coefficient (Kc),National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Mean Monthly Air Temperatures (T),USGS Stream Gages
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Mean Monthly Air Temperatures (T),National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Mean Monthly Air Temperatures (T),SCS TR21
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Mean Monthly Air Temperatures (T),Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Mean Monthly Air Temperatures (T),Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Mean Monthly Air Temperatures (T),Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Mean Monthly Air Temperatures (T),CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Mean Monthly Air Temperatures (T),Weather Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Mean Monthly Air Temperatures (T),"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Mean Monthly Air Temperatures (T),CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Mean Monthly Air Temperatures (T),CO Diversion Records
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Mean Monthly Air Temperatures (T),HydroBase
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Mean Monthly Air Temperatures (T),National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Monthly Percentage of Annual Daylight Hours (P),USGS Stream Gages
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Monthly Percentage of Annual Daylight Hours (P),National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Monthly Percentage of Annual Daylight Hours (P),SCS TR21
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Monthly Percentage of Annual Daylight Hours (P),Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Monthly Percentage of Annual Daylight Hours (P),Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Monthly Percentage of Annual Daylight Hours (P),Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Monthly Percentage of Annual Daylight Hours (P),CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Monthly Percentage of Annual Daylight Hours (P),Weather Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Monthly Percentage of Annual Daylight Hours (P),"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Monthly Percentage of Annual Daylight Hours (P),CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Monthly Percentage of Annual Daylight Hours (P),CO Diversion Records
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Monthly Percentage of Annual Daylight Hours (P),HydroBase
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Monthly Percentage of Annual Daylight Hours (P),National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Crop Type,USGS Stream Gages
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Crop Type,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Crop Type,SCS TR21
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Crop Type,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Crop Type,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Crop Type,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Crop Type,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Crop Type,Weather Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Crop Type,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Crop Type,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Crop Type,CO Diversion Records
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Crop Type,HydroBase
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Crop Type,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Effective Precipitation,USGS Stream Gages
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Effective Precipitation,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Effective Precipitation,SCS TR21
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Effective Precipitation,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Effective Precipitation,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Effective Precipitation,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Effective Precipitation,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Effective Precipitation,Weather Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Effective Precipitation,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Effective Precipitation,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Effective Precipitation,CO Diversion Records
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Effective Precipitation,HydroBase
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Effective Precipitation,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Irrigated Acreage,USGS Stream Gages
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Irrigated Acreage,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Irrigated Acreage,SCS TR21
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Irrigated Acreage,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Irrigated Acreage,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Irrigated Acreage,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Irrigated Acreage,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Irrigated Acreage,Weather Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Irrigated Acreage,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Irrigated Acreage,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Irrigated Acreage,CO Diversion Records
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Irrigated Acreage,HydroBase
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Irrigated Acreage,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Potential Consumptive Use,USGS Stream Gages
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Potential Consumptive Use,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Potential Consumptive Use,SCS TR21
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Potential Consumptive Use,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Potential Consumptive Use,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Potential Consumptive Use,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Potential Consumptive Use,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Potential Consumptive Use,Weather Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Potential Consumptive Use,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Potential Consumptive Use,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Potential Consumptive Use,CO Diversion Records
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Potential Consumptive Use,HydroBase
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Potential Consumptive Use,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Supply Source,USGS Stream Gages
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Supply Source,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Supply Source,SCS TR21
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Supply Source,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Supply Source,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Supply Source,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Supply Source,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Supply Source,Weather Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Supply Source,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Supply Source,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Supply Source,CO Diversion Records
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Supply Source,HydroBase
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Supply Source,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Water Supply,USGS Stream Gages
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Water Supply,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Water Supply,SCS TR21
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Water Supply,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Water Supply,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Water Supply,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Water Supply,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Water Supply,Weather Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Water Supply,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Water Supply,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Water Supply,CO Diversion Records
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Water Supply,HydroBase
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Water Supply,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Precipitation,USGS Stream Gages
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Precipitation,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Precipitation,SCS TR21
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Precipitation,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Precipitation,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Precipitation,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Precipitation,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Precipitation,Weather Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Precipitation,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Precipitation,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Precipitation,CO Diversion Records
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Precipitation,HydroBase
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Precipitation,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Supply Type,USGS Stream Gages
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Supply Type,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Supply Type,SCS TR21
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Supply Type,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Supply Type,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Supply Type,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Supply Type,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Supply Type,Weather Stations
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Supply Type,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Supply Type,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Supply Type,CO Diversion Records
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Supply Type,HydroBase
CO,Crop Consumptive Use-CO,Energy Balance Remote Sensing,Supply Type,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,METRIC,Irrigation Method,USGS Stream Gages
CO,Crop Consumptive Use-CO,METRIC,Irrigation Method,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,METRIC,Irrigation Method,SCS TR21
CO,Crop Consumptive Use-CO,METRIC,Irrigation Method,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,METRIC,Irrigation Method,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Irrigation Method,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,METRIC,Irrigation Method,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,METRIC,Irrigation Method,Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Irrigation Method,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,METRIC,Irrigation Method,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,METRIC,Irrigation Method,CO Diversion Records
CO,Crop Consumptive Use-CO,METRIC,Irrigation Method,HydroBase
CO,Crop Consumptive Use-CO,METRIC,Irrigation Method,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,METRIC,Crop Irrigation Requirement,USGS Stream Gages
CO,Crop Consumptive Use-CO,METRIC,Crop Irrigation Requirement,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,METRIC,Crop Irrigation Requirement,SCS TR21
CO,Crop Consumptive Use-CO,METRIC,Crop Irrigation Requirement,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,METRIC,Crop Irrigation Requirement,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Crop Irrigation Requirement,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,METRIC,Crop Irrigation Requirement,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,METRIC,Crop Irrigation Requirement,Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Crop Irrigation Requirement,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,METRIC,Crop Irrigation Requirement,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,METRIC,Crop Irrigation Requirement,CO Diversion Records
CO,Crop Consumptive Use-CO,METRIC,Crop Irrigation Requirement,HydroBase
CO,Crop Consumptive Use-CO,METRIC,Crop Irrigation Requirement,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,METRIC,Solar Radiation,USGS Stream Gages
CO,Crop Consumptive Use-CO,METRIC,Solar Radiation,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,METRIC,Solar Radiation,SCS TR21
CO,Crop Consumptive Use-CO,METRIC,Solar Radiation,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,METRIC,Solar Radiation,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Solar Radiation,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,METRIC,Solar Radiation,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,METRIC,Solar Radiation,Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Solar Radiation,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,METRIC,Solar Radiation,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,METRIC,Solar Radiation,CO Diversion Records
CO,Crop Consumptive Use-CO,METRIC,Solar Radiation,HydroBase
CO,Crop Consumptive Use-CO,METRIC,Solar Radiation,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,METRIC,Temperature,USGS Stream Gages
CO,Crop Consumptive Use-CO,METRIC,Temperature,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,METRIC,Temperature,SCS TR21
CO,Crop Consumptive Use-CO,METRIC,Temperature,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,METRIC,Temperature,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Temperature,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,METRIC,Temperature,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,METRIC,Temperature,Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Temperature,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,METRIC,Temperature,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,METRIC,Temperature,CO Diversion Records
CO,Crop Consumptive Use-CO,METRIC,Temperature,HydroBase
CO,Crop Consumptive Use-CO,METRIC,Temperature,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,METRIC,Wind Run,USGS Stream Gages
CO,Crop Consumptive Use-CO,METRIC,Wind Run,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,METRIC,Wind Run,SCS TR21
CO,Crop Consumptive Use-CO,METRIC,Wind Run,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,METRIC,Wind Run,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Wind Run,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,METRIC,Wind Run,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,METRIC,Wind Run,Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Wind Run,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,METRIC,Wind Run,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,METRIC,Wind Run,CO Diversion Records
CO,Crop Consumptive Use-CO,METRIC,Wind Run,HydroBase
CO,Crop Consumptive Use-CO,METRIC,Wind Run,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,METRIC,Climate Coefficient (kt),USGS Stream Gages
CO,Crop Consumptive Use-CO,METRIC,Climate Coefficient (kt),National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,METRIC,Climate Coefficient (kt),SCS TR21
CO,Crop Consumptive Use-CO,METRIC,Climate Coefficient (kt),Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,METRIC,Climate Coefficient (kt),Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Climate Coefficient (kt),Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,METRIC,Climate Coefficient (kt),CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,METRIC,Climate Coefficient (kt),Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Climate Coefficient (kt),"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,METRIC,Climate Coefficient (kt),CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,METRIC,Climate Coefficient (kt),CO Diversion Records
CO,Crop Consumptive Use-CO,METRIC,Climate Coefficient (kt),HydroBase
CO,Crop Consumptive Use-CO,METRIC,Climate Coefficient (kt),National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,METRIC,Crop Growth State Coefficient (Kc),USGS Stream Gages
CO,Crop Consumptive Use-CO,METRIC,Crop Growth State Coefficient (Kc),National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,METRIC,Crop Growth State Coefficient (Kc),SCS TR21
CO,Crop Consumptive Use-CO,METRIC,Crop Growth State Coefficient (Kc),Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,METRIC,Crop Growth State Coefficient (Kc),Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Crop Growth State Coefficient (Kc),Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,METRIC,Crop Growth State Coefficient (Kc),CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,METRIC,Crop Growth State Coefficient (Kc),Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Crop Growth State Coefficient (Kc),"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,METRIC,Crop Growth State Coefficient (Kc),CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,METRIC,Crop Growth State Coefficient (Kc),CO Diversion Records
CO,Crop Consumptive Use-CO,METRIC,Crop Growth State Coefficient (Kc),HydroBase
CO,Crop Consumptive Use-CO,METRIC,Crop Growth State Coefficient (Kc),National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,METRIC,Mean Monthly Air Temperatures (T),USGS Stream Gages
CO,Crop Consumptive Use-CO,METRIC,Mean Monthly Air Temperatures (T),National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,METRIC,Mean Monthly Air Temperatures (T),SCS TR21
CO,Crop Consumptive Use-CO,METRIC,Mean Monthly Air Temperatures (T),Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,METRIC,Mean Monthly Air Temperatures (T),Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Mean Monthly Air Temperatures (T),Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,METRIC,Mean Monthly Air Temperatures (T),CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,METRIC,Mean Monthly Air Temperatures (T),Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Mean Monthly Air Temperatures (T),"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,METRIC,Mean Monthly Air Temperatures (T),CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,METRIC,Mean Monthly Air Temperatures (T),CO Diversion Records
CO,Crop Consumptive Use-CO,METRIC,Mean Monthly Air Temperatures (T),HydroBase
CO,Crop Consumptive Use-CO,METRIC,Mean Monthly Air Temperatures (T),National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,METRIC,Monthly Percentage of Annual Daylight Hours (P),USGS Stream Gages
CO,Crop Consumptive Use-CO,METRIC,Monthly Percentage of Annual Daylight Hours (P),National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,METRIC,Monthly Percentage of Annual Daylight Hours (P),SCS TR21
CO,Crop Consumptive Use-CO,METRIC,Monthly Percentage of Annual Daylight Hours (P),Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,METRIC,Monthly Percentage of Annual Daylight Hours (P),Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Monthly Percentage of Annual Daylight Hours (P),Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,METRIC,Monthly Percentage of Annual Daylight Hours (P),CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,METRIC,Monthly Percentage of Annual Daylight Hours (P),Weather Stations
CO,Crop Consumptive Use-CO,METRIC,Monthly Percentage of Annual Daylight Hours (P),"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,METRIC,Monthly Percentage of Annual Daylight Hours (P),CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,METRIC,Monthly Percentage of Annual Daylight Hours (P),CO Diversion Records
CO,Crop Consumptive Use-CO,METRIC,Monthly Percentage of Annual Daylight Hours (P),HydroBase
CO,Crop Consumptive Use-CO,METRIC,Monthly Percentage of Annual Daylight Hours (P),National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,METRIC,Crop Type,USGS Stream Gages
